MMSI,shipType,shipTypeSpecific
538006469,Cargo,Bulk Carrier
538006470,Cargo,Bulk Carrier
538006472,Cargo,Bulk Carrier
538006473,Cargo,Bulk Carrier
538006519,Cargo,Bulk Carrier
538006520,Cargo,Bulk Carrier
538006521,Cargo,Bulk Carrier
538006523,Cargo,Bulk Carrier
538006538,Cargo,Bulk Carrier
538006542,Tanker - Hazard B,Oil/Chemical Tanker
538006544,Tanker,Oil/Chemical Tanker
538006545,Tanker - Hazard B,Oil/Chemical Tanker
538006546,Tanker,Oil/Chemical Tanker
538006547,Tanker,Oil/Chemical Tanker
538006548,Cargo,Bulk Carrier
538006566,Tanker - Hazard A (Major),Crude Oil Tanker
538006596,Cargo,Bulk Carrier
538006601,Cargo,Bulk Carrier
538006602,Cargo,Bulk Carrier
538006603,Cargo,Bulk Carrier
538006608,Tanker,Crude Oil Tanker
538006621,Tanker,Crude Oil Tanker
538006648,Tanker,Crude Oil Tanker
538006653,Cargo,Bulk Carrier
538006661,Cargo,Bulk Carrier
538006677,Cargo,Bulk Carrier
538006686,Cargo,Bulk Carrier
538006687,Cargo,Bulk Carrier
538006694,Cargo,Bulk Carrier
538006696,Tanker,Crude Oil Tanker
538006697,Cargo,General Cargo
538006702,Tanker,Crude Oil Tanker
538006708,Cargo,Bulk Carrier
538006720,Cargo,Bulk Carrier
538006750,Cargo,Bulk Carrier
538006753,Cargo,Bulk Carrier
538006761,Tanker,Oil/Chemical Tanker
538006767,Cargo - Hazard D (Recognizable),Container Ship
538006771,Tanker,Crude Oil Tanker
538006774,Cargo,Bulk Carrier
538006776,Tanker,Oil/Chemical Tanker
538006779,Cargo,Bulk Carrier
538006780,Cargo,Bulk Carrier
538006781,Cargo,Bulk Carrier
538006782,Cargo,Bulk Carrier
538006783,Cargo,Bulk Carrier
538006784,Cargo,Bulk Carrier
538006785,Cargo,Bulk Carrier
538006786,Cargo,Bulk Carrier
538006787,Cargo,Bulk Carrier
538006798,Cargo,Bulk Carrier
538006805,Tanker,Oil/Chemical Tanker
538006806,Tanker,Oil/Chemical Tanker
538006808,Tanker - Hazard B,Oil/Chemical Tanker
538006810,Tanker,Oil/Chemical Tanker
538006813,Cargo,Bulk Carrier
538006821,Tanker,Asphalt/Bitumen Tanker
538006862,Cargo,Bulk Carrier
538006871,Cargo,General Cargo
538006873,Tanker,LPG Tanker
538006903,Cargo,Bulk Carrier
538006933,Cargo,Bulk Carrier
538006934,Tanker,Oil/Chemical Tanker
538006935,Cargo,Bulk Carrier
538006954,Cargo,Bulk Carrier
538006959,Cargo,Bulk Carrier
538006962,Cargo,Bulk Carrier
538006963,Cargo,Bulk Carrier
538006969,Cargo,Bulk Carrier
538006973,Cargo,Bulk Carrier
538006975,Tanker,LPG Tanker
538006977,Tanker,LPG Tanker
538007004,Cargo,Bulk Carrier
538007006,Cargo,Bulk Carrier
538007007,Tanker,Crude Oil Tanker
538007011,Cargo,Bulk Carrier
538007024,Cargo,Bulk Carrier
538007030,Cargo,Bulk Carrier
538007063,Cargo - Hazard A (Major),Container Ship
538007072,Cargo,Bulk Carrier
538007079,Cargo,Bulk Carrier
538007100,Cargo,Bulk Carrier
538007101,Cargo,Bulk Carrier
538007127,Tanker,Crude Oil Tanker
538007133,Tanker,Crude Oil Tanker
538007134,Tanker,Oil/Chemical Tanker
538007137,Tanker,Oil/Chemical Tanker
538007141,Cargo,Bulk Carrier
538007149,Cargo,Bulk Carrier
538007150,Cargo,Bulk Carrier
538007153,Tanker,Crude Oil Tanker
538007154,Tanker,Crude Oil Tanker
538007166,Cargo,Bulk Carrier
538007170,Cargo,Bulk Carrier
538007182,Cargo,Bulk Carrier
538007185,Cargo,Bulk Carrier
538007190,Cargo,Bulk Carrier
538007200,Cargo,Bulk Carrier
538007205,Cargo,Bulk Carrier
538007228,Cargo,Bulk Carrier
538007267,Cargo,Bulk Carrier
538007270,Tanker,Oil/Chemical Tanker
538007274,Cargo,Bulk Carrier
538007280,Cargo,Bulk Carrier
538007281,Cargo,Bulk Carrier
538007283,Cargo,Bulk Carrier
538007287,Cargo,General Cargo
538007314,Cargo,Bulk Carrier
538007317,Cargo,Bulk Carrier
538007349,Cargo - Hazard A (Major),Bulk Carrier
538007355,Cargo,Bulk Carrier
538007356,Tanker,Oil/Chemical Tanker
538007360,Cargo - Hazard A (Major),Container Ship
538007370,Tanker,Crude Oil Tanker
538007374,Tanker,Crude Oil Tanker
538007376,Tanker,Crude Oil Tanker
538007378,Cargo - Hazard A (Major),Container Ship
538007384,Cargo,Bulk Carrier
538007403,Tanker,LPG Tanker
538007404,Cargo,Container Ship
538007405,Cargo,Bulk Carrier
538007433,Cargo,Bulk Carrier
538007443,Cargo,Bulk Carrier
538007451,Cargo,Bulk Carrier
538007452,Cargo,Bulk Carrier
538007453,Cargo,Bulk Carrier
538007455,Cargo,General Cargo
538007462,Tanker,Crude Oil Tanker
538007463,Tanker,Crude Oil Tanker
538007465,Tanker,Crude Oil Tanker
538007470,Cargo,Bulk Carrier
538007490,Cargo,Bulk Carrier
538007504,Cargo,Bulk Carrier
538007506,Cargo,Bulk Carrier
538007508,Cargo,Bulk Carrier
538007514,Cargo,General Cargo
538007527,Cargo,Bulk Carrier
538007532,Tanker,Oil/Chemical Tanker
538007533,Tanker,Oil/Chemical Tanker
538007534,Tanker - Hazard D (Recognizable),Oil/Chemical Tanker
538007535,Tanker,Oil/Chemical Tanker
538007536,Tanker,Oil/Chemical Tanker
538007551,Cargo,Bulk Carrier
538007555,Cargo,Bulk Carrier
538007560,Cargo,Bulk Carrier
538007569,Cargo,Bulk Carrier
538007571,Cargo,Bulk Carrier
538007580,Cargo,Bulk Carrier
538007581,Cargo,Bulk Carrier
538007582,Cargo,Bulk Carrier
538007583,Cargo,Bulk Carrier
538007604,Cargo,General Cargo
538007610,Cargo - Hazard C (Minor),Container Ship
538007623,Cargo,Bulk Carrier
538007627,Tanker,Oil/Chemical Tanker
538007630,Cargo,Bulk Carrier
538007633,Cargo,Bulk Carrier
538007640,Cargo,Bulk Carrier
538007646,Tanker,Crude Oil Tanker
538007653,Cargo,Bulk Carrier
538007655,Cargo,General Cargo
538007659,Cargo,Bulk Carrier
538007660,Cargo,Bulk Carrier
538007661,Cargo,Bulk Carrier
538007665,Tanker,Crude Oil Tanker
538007666,Tanker,Asphalt/Bitumen Tanker
538007667,Cargo,Bulk Carrier
538007668,Cargo,General Cargo
538007669,Cargo,General Cargo
538007685,Cargo,Bulk Carrier
538007693,Cargo,Bulk Carrier
538007701,Cargo,Bulk Carrier
538007722,Cargo,Bulk Carrier
538007731,Cargo,Bulk Carrier
538007732,Cargo,Bulk Carrier
538007733,Cargo,Bulk Carrier
538007734,Cargo,Bulk Carrier
538007736,Cargo,Bulk Carrier
538007746,Tanker,Asphalt/Bitumen Tanker
538007748,Tanker,Oil/Chemical Tanker
538007754,Cargo,General Cargo
538007758,Cargo,Bulk Carrier
538007767,Cargo,Vehicles Carrier
538007768,Cargo,Vehicles Carrier
538007779,Cargo,Bulk Carrier
538007782,Cargo,Bulk Carrier
538007785,Tanker,Crude Oil Tanker
538007797,Tanker,Crude Oil Tanker
538007805,Cargo,Bulk Carrier
538007843,Tanker,Oil/Chemical Tanker
538007848,Tanker,Oil Products Tanker
538007863,Cargo,General Cargo
538007871,Cargo,Bulk Carrier
538007887,Cargo,Bulk Carrier
538007888,Cargo,General Cargo
538007893,Cargo,Bulk Carrier
538007900,Tanker,Oil/Chemical Tanker
538007909,Cargo,General Cargo
538007915,Tanker - Hazard A (Major),LPG Tanker
538007916,Tanker,Crude Oil Tanker
538007921,Cargo,Bulk Carrier
538007935,Cargo,Bulk Carrier
538007948,Cargo,Bulk Carrier
538007951,Cargo,Bulk Carrier
538007953,Tanker,Crude Oil Tanker
538007954,Cargo,Bulk Carrier
538007959,Tanker,Crude Oil Tanker
538007960,Tanker,Oil Products Tanker
538007963,Tanker,Crude Oil Tanker
538007969,Cargo,Bulk Carrier
538007974,Cargo,Bulk Carrier
538007976,Cargo,Bulk Carrier
538007981,Cargo,Bulk Carrier
538007986,Cargo,General Cargo
538007987,Cargo,General Cargo
538007988,Cargo,General Cargo
538007989,Cargo,General Cargo
538007990,Cargo,General Cargo
538007991,Cargo,Bulk Carrier
538007994,Cargo,Bulk Carrier
538007996,Cargo,Bulk Carrier
538008000,Cargo,Bulk Carrier
538008007,Cargo,Bulk Carrier
538008010,Cargo,Bulk Carrier
538008017,Cargo,General Cargo
538008018,Cargo,Bulk Carrier
538008024,Cargo,General Cargo
538008033,Cargo,Bulk Carrier
538008034,Tanker,Crude Oil Tanker
538008046,Tanker,Oil Products Tanker
538008060,Cargo,Bulk Carrier
538008078,Tanker,LPG Tanker
538008079,Tanker - Hazard B,Oil/Chemical Tanker
538008080,Cargo,Bulk Carrier
538008084,Tanker,Crude Oil Tanker
538008091,Tanker,Oil/Chemical Tanker
538008103,Tanker,Crude Oil Tanker
538008109,Cargo,Bulk Carrier
538008110,Cargo,Bulk Carrier
538008114,Cargo,General Cargo
538008134,Cargo - Hazard D (Recognizable),Container Ship
538008140,Cargo,Bulk Carrier
538008144,Cargo,Bulk Carrier
538008151,Cargo,Bulk Carrier
538008152,Cargo,Container Ship
538008157,Tanker,Crude Oil Tanker
538008164,Cargo,Bulk Carrier
538008165,Tanker,Oil/Chemical Tanker
538008170,Cargo,Bulk Carrier
538008174,Cargo,Bulk Carrier
538008201,Cargo,Bulk Carrier
538008210,Cargo,Bulk Carrier
538008223,Cargo,Bulk Carrier
538008236,Cargo,Bulk Carrier
538008243,Cargo,Bulk Carrier
538008247,Cargo,Bulk Carrier
538008251,Cargo,Bulk Carrier
538008252,Cargo,Bulk Carrier
538008269,Tanker,Oil/Chemical Tanker
538008274,Cargo,Bulk Carrier
538008278,Cargo,Bulk Carrier
538008283,Cargo,Bulk Carrier
538008296,Cargo,Bulk Carrier
538008308,Cargo,Bulk Carrier
538008317,Cargo,Bulk Carrier
538008320,Tanker,Crude Oil Tanker
538008327,Tanker,Crude Oil Tanker
538008330,Tanker,Crude Oil Tanker
538008331,Tanker,Crude Oil Tanker
538008332,Tanker,Crude Oil Tanker
538008333,Tanker,Crude Oil Tanker
538008334,Tanker,Crude Oil Tanker
538008339,Cargo,Bulk Carrier
538008340,Cargo,Bulk Carrier
538008346,Cargo,Bulk Carrier
538008347,Cargo,General Cargo
538008349,Tanker - Hazard A (Major),Oil/Chemical Tanker
538008362,Cargo,Bulk Carrier
538008398,Cargo,Bulk Carrier
538008404,Cargo,Bulk Carrier
538008427,Tanker,Oil/Chemical Tanker
538008428,Tanker,Oil/Chemical Tanker
538008454,Cargo,Bulk Carrier
538008465,Cargo,Bulk Carrier
538008466,Cargo,Bulk Carrier
538008470,Tanker - Hazard C (Minor),Oil/Chemical Tanker
538008471,Cargo,Bulk Carrier
538008472,Tanker,Oil/Chemical Tanker
538008478,Tanker,Oil/Chemical Tanker
538008485,Cargo,Bulk Carrier
538008501,Tanker - Hazard A (Major),Oil/Chemical Tanker
538008504,Cargo,Bulk Carrier
538008513,Tanker - Hazard B,Oil/Chemical Tanker
538008519,Cargo,Bulk Carrier
538008521,Tanker,Oil/Chemical Tanker
538008537,Cargo,Bulk Carrier
538008538,Cargo,Bulk Carrier
538008552,Cargo,Bulk Carrier
538008553,Cargo,Bulk Carrier
538008568,Cargo,Bulk Carrier
538008569,Cargo,Bulk Carrier
538008580,Tanker,Oil/Chemical Tanker
538008585,Cargo,Bulk Carrier
538008588,Cargo,Bulk Carrier
538008589,Cargo,Bulk Carrier
538008592,Cargo,Bulk Carrier
538008596,Cargo,Bulk Carrier
538008597,Cargo,Bulk Carrier
538008624,Cargo,Bulk Carrier
538008626,Tanker,Oil/Chemical Tanker
538008627,Cargo,Bulk Carrier
538008628,Cargo,Bulk Carrier
538008634,Tanker,Oil/Chemical Tanker
538008636,Cargo,Bulk Carrier
538008639,Cargo,Bulk Carrier
538008651,Cargo,Bulk Carrier
538008654,Cargo,Bulk Carrier
538008656,Tanker,Crude Oil Tanker
538008664,Tanker,Oil/Chemical Tanker
538008670,Tanker,Oil/Chemical Tanker
538008672,Cargo,Bulk Carrier
538008678,Cargo,Bulk Carrier
538008683,Cargo,Bulk Carrier
538008684,Cargo,Bulk Carrier
538008685,Cargo,Bulk Carrier
538008688,Cargo,Bulk Carrier
538008694,Cargo,Bulk Carrier
538008695,Cargo,Bulk Carrier
538008698,Tanker,Oil Products Tanker
538008712,Cargo,General Cargo
538008714,Tanker,Crude Oil Tanker
538008737,Cargo,Bulk Carrier
538008738,Cargo,Bulk Carrier
538008758,Cargo,Bulk Carrier
538008770,Cargo,Bulk Carrier
538008848,Cargo,General Cargo
538008882,Tanker,Oil Products Tanker
538008890,Cargo,Bulk Carrier
538008891,Cargo,Bulk Carrier
538008909,Cargo,General Cargo
538008913,Tanker,Crude Oil Tanker
538008915,Tanker,Crude Oil Tanker
538008918,Tanker,Crude Oil Tanker
538008955,Cargo,Bulk Carrier
538008969,Cargo,Bulk Carrier
538008975,Cargo,Bulk Carrier
538008978,Tanker - Hazard A (Major),Oil/Chemical Tanker
538008986,Cargo,Bulk Carrier
538008993,Cargo,Bulk Carrier
538008994,Cargo,Bulk Carrier
538008996,Cargo,Bulk Carrier
538009010,Tanker,Oil/Chemical Tanker
538009016,Cargo,Bulk Carrier
538009022,Tanker - Hazard D (Recognizable),LNG Tanker
538009023,Tanker,Oil/Chemical Tanker
538009034,Cargo,Bulk Carrier
538009038,Cargo,Bulk Carrier
538009052,Cargo,Bulk Carrier
538009053,Cargo,Bulk Carrier
538009057,Cargo,Bulk Carrier
538009064,Cargo,General Cargo
538009096,Cargo,Bulk Carrier
538009119,Cargo,Bulk Carrier
538009121,Cargo,Bulk Carrier
538009125,Cargo,Container Ship
538009126,Cargo,Container Ship
538009129,Cargo,Bulk Carrier
538009143,Cargo,Container Ship
538009144,Cargo,Container Ship
538009146,Cargo,Bulk Carrier
538009149,Cargo,Bulk Carrier
538009153,Tanker,Crude Oil Tanker
538009154,Cargo,Bulk Carrier
538009161,Cargo,Bulk Carrier
538009165,Tanker,Crude Oil Tanker
538009176,Cargo,Bulk Carrier
538009219,Cargo,Bulk Carrier
538009222,Tanker,Oil/Chemical Tanker
538009223,Cargo,Bulk Carrier
538009227,Cargo,Bulk Carrier
538009228,Cargo,Bulk Carrier
538009229,Cargo,Bulk Carrier
538009248,Tanker,Oil Products Tanker
538009252,Tanker,Crude Oil Tanker
538009260,Cargo,General Cargo
538009284,Cargo,Bulk Carrier
538009292,Cargo,Bulk Carrier
538009310,Cargo,Bulk Carrier
538009312,Cargo,Bulk Carrier
538009315,Cargo,Bulk Carrier
538009330,Cargo,Bulk Carrier
538009362,Cargo,Bulk Carrier
538009363,Tanker,Oil/Chemical Tanker
538009419,Cargo,Bulk Carrier
538009436,Cargo,Bulk Carrier
538009439,Cargo,General Cargo
538009441,Tanker,Oil/Chemical Tanker
538009446,Cargo,Bulk Carrier
538009458,Cargo,Container Ship
538009459,Tanker,Oil/Chemical Tanker
538009462,Cargo,Bulk Carrier
538009466,Cargo,General Cargo
538009467,Cargo,General Cargo
538009478,Tanker,Crude Oil Tanker
538009485,Cargo,Bulk Carrier
538009489,Cargo - Hazard A (Major),Container Ship
538009509,Tanker,Oil/Chemical Tanker
538009534,Cargo,Bulk Carrier
538009597,Cargo,Bulk Carrier
538009606,Cargo,Bulk Carrier
538009620,Cargo,General Cargo
538009627,Cargo,Bulk Carrier
538070436,Pleasure Craft,Yacht
538070806,Pleasure Craft,Yacht
538071195,Pleasure Craft,Yacht
538071196,Pleasure Craft,Yacht
538071219,Pleasure Craft,Yacht
538071225,Pleasure Craft,Pleasure Craft
538071391,Pleasure Craft,Pleasure Craft
538071531,Pleasure Craft,Pleasure Craft
538090448,Tanker - Hazard B,Oil/Chemical Tanker
538090534,Tanker,Crude Oil Tanker
538090540,Tanker,Oil Products Tanker
538090557,Cargo,Bulk Carrier
538090572,Cargo,Bulk Carrier
538090573,Cargo,Bulk Carrier
542457110,Cargo,General Cargo
548542000,Cargo,Bulk Carrier
548670000,Cargo,Bulk Carrier
548694000,Cargo,Cargo
548704000,Cargo,Bulk Carrier
548896000,Fishing,Fishing Vessel
548899000,Cargo,Bulk Carrier
548901000,Tanker,Oil/Chemical Tanker
548910000,Cargo,Bulk Carrier
548911000,Tanker,Oil/Chemical Tanker
548913000,Cargo,Bulk Carrier
548922000,Cargo,Bulk Carrier
548925000,Tanker,Oil/Chemical Tanker
548940000,Cargo,Bulk Carrier
548944000,Tanker,Oil/Chemical Tanker
548954000,Cargo,Bulk Carrier
548955000,Tanker,Oil/Chemical Tanker
548973000,Cargo,Bulk Carrier
548980000,Cargo,Bulk Carrier
548991000,Cargo,Bulk Carrier
548993000,Cargo,Bulk Carrier
563000400,Cargo,Container Ship
563001700,Cargo,Container Ship
563001900,Cargo,Bulk Carrier
563002700,Cargo,Bulk Carrier
563004900,Cargo - Hazard C (Minor),Container Ship
563005600,Cargo,Bulk Carrier
563008300,Cargo,Bulk Carrier
563008700,Cargo,Bulk Carrier
563008900,Tanker,Asphalt/Bitumen Tanker
563012100,Cargo,Bulk Carrier
563014500,Cargo,Bulk Carrier
563016300,Tanker,Oil Products Tanker
563016600,Cargo,Bulk Carrier
563016700,Cargo,Bulk Carrier
563018800,Cargo,Bulk Carrier
563020100,Cargo,Bulk Carrier
563020200,Tanker,LPG Tanker
563020500,Cargo,Bulk Carrier
563021600,Cargo,Bulk Carrier
563022900,Tanker - Hazard C (Minor),LPG Tanker
563023500,Cargo,Bulk Carrier
563025500,Cargo,Bulk Carrier
563025800,Cargo,Bulk Carrier
563026200,Tanker,Oil Products Tanker
563026700,Cargo - Hazard A (Major),Container Ship
563027200,Cargo,Bulk Carrier
563028900,Cargo,Bulk Carrier
563029200,Cargo,Bulk Carrier
563033300,Tanker,LPG Tanker
563033400,Cargo,Bulk Carrier
563033500,Cargo,Bulk Carrier
563035100,Cargo,Container Ship
563036200,Tanker,Oil/Chemical Tanker
563039400,Cargo,Bulk Carrier
563040600,Cargo,Bulk Carrier
563041400,Cargo,Bulk Carrier
563043400,Cargo,Bulk Carrier
563043700,Cargo,Bulk Carrier
563044300,Cargo - Hazard D (Recognizable),Container Ship
563045300,Tanker,Crude Oil Tanker
563048700,Tanker,Oil/Chemical Tanker
563049000,Tanker,Oil/Chemical Tanker
563049700,Cargo,Bulk Carrier
563050400,Cargo - Hazard A (Major),Container Ship
563051100,Cargo - Hazard D (Recognizable),Container Ship
563051200,Cargo,Container Ship
563051300,Cargo,Container Ship
563051700,Cargo - Hazard A (Major),Container Ship
563052400,Cargo,Container Ship
563052600,Cargo,Container Ship
563052700,Cargo - Hazard D (Recognizable),Container Ship
563053200,Cargo,Bulk Carrier
563053500,Tanker,Crude Oil Tanker
563054100,Tanker,Oil/Chemical Tanker
563054200,Tanker,Oil/Chemical Tanker
563056500,Cargo,Bulk Carrier
563057900,Cargo,Bulk Carrier
563058600,Cargo,Bulk Carrier
563058900,Cargo - Hazard A (Major),Container Ship
563060500,Cargo,Bulk Carrier
563061100,Tanker - Hazard B,Oil/Chemical Tanker
563061800,Cargo,Bulk Carrier
563068700,Tanker,Crude Oil Tanker
563069200,Tanker,Crude Oil Tanker
563069300,Tanker,Crude Oil Tanker
563069900,Cargo,Container Ship
563070300,Cargo,Bulk Carrier
563070600,Tanker,Oil/Chemical Tanker
563070900,Tanker,Oil Products Tanker
563073100,Cargo,Bulk Carrier
563074600,Tanker,Oil Products Tanker
563077100,Cargo,Bulk Carrier
563077600,Tanker,Oil/Chemical Tanker
563078900,Cargo,Bulk Carrier
563079400,Cargo,Bulk Carrier
563084900,Tanker,Oil/Chemical Tanker
563087900,Cargo,Bulk Carrier
563088100,Cargo,Bulk Carrier
563088200,Cargo,Bulk Carrier
563088400,Cargo,Bulk Carrier
563088500,Cargo,Bulk Carrier
563089700,Tanker,Oil/Chemical Tanker
563090600,Tanker,Oil/Chemical Tanker
563090800,Cargo,Bulk Carrier
563091300,Tanker,Chemical Tanker
563092500,Cargo,Bulk Carrier
563093900,Tanker,Oil/Chemical Tanker
563094100,Tanker,Oil/Chemical Tanker
563094400,Cargo,Bulk Carrier
563096100,Tanker,Oil/Chemical Tanker
563096300,Tanker,Oil/Chemical Tanker
563097200,Cargo,Bulk Carrier
563097900,Tanker,Oil/Chemical Tanker
563098500,Tanker,Oil/Chemical Tanker
563098700,Cargo,Bulk Carrier
563099200,Tanker,Oil/Chemical Tanker
563104200,Tanker,Oil/Chemical Tanker
563104400,Tanker,Oil/Chemical Tanker
563105500,Tanker,Oil/Chemical Tanker
563106800,Tanker - Hazard B,Oil/Chemical Tanker
563107300,Cargo,Bulk Carrier
563107400,Cargo,Bulk Carrier
563109700,Cargo,General Cargo
563114300,Tanker,Oil/Chemical Tanker
563125600,Cargo,Bulk Carrier
563127900,Cargo - Hazard A (Major),Container Ship
563132600,Cargo,Bulk Carrier
563134700,Cargo,Bulk Carrier
563231000,Cargo - Hazard A (Major),Container Ship
563269000,Tanker,Oil/Chemical Tanker
563326000,Tanker,Crude Oil Tanker
563353000,Tanker,Crude Oil Tanker
563377000,Cargo,Container Ship
563445000,Tanker,Crude Oil Tanker
563455000,Cargo - Hazard D (Recognizable),Container Ship
563472000,Tanker,Oil Products Tanker
563481000,Tanker,Oil/Chemical Tanker
563483000,Tanker,Oil/Chemical Tanker
563533000,Cargo,Bulk Carrier
563757000,Cargo - Hazard A (Major),Container Ship
563759000,Tanker,Crude Oil Tanker
563790000,Cargo,Bulk Carrier
563907000,Cargo,Bulk Carrier
563933000,Cargo,General Cargo
564057000,Tanker,Oil/Chemical Tanker
564100000,Tanker - Hazard B,Oil/Chemical Tanker
564145000,Tug,Tug
564180000,Cargo,Bulk Carrier
564200000,Other,Crane Ship
564204000,Cargo,Bulk Carrier
564343000,Cargo,Bulk Carrier
564430000,Tanker,Crude Oil Tanker
564475000,Tanker - Hazard B,Oil/Chemical Tanker
564511000,Cargo,Bulk Carrier
564580000,Tanker,Chemical Tanker
564600000,Tanker - Hazard D (Recognizable),LPG Tanker
564633000,Cargo,Bulk Carrier
564673000,Cargo,Bulk Carrier
564678000,Tanker - Hazard B,Oil Products Tanker
564731000,Cargo,Bulk Carrier
564881000,Cargo,Bulk Carrier
564906000,Cargo,Bulk Carrier
565132000,Cargo,Container Ship
565168000,Tanker - Hazard D (Recognizable),LPG Tanker
565186000,Tanker,Oil/Chemical Tanker
565242000,Tanker,LPG Tanker
565321000,Tanker,LPG Tanker
565359000,Cargo,Bulk Carrier
565382000,Cargo,Container Ship
565607000,Cargo,Bulk Carrier
565613000,Cargo,Bulk Carrier
565677000,Tanker,Chemical Tanker
565810000,Cargo - Hazard A (Major),Container Ship
